"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Albania","ALB","Urban population growth (annual %)","SP.URB.GROW","","3.89300966533454","3.28920702183149","3.18226453059251","3.11206814397195","2.98482801343999","2.86494544353281","2.85992943694977","3.07174575108209","3.2198483846198","3.157619134267","3.02918729883486","3.10065873703123","2.96457346625943","2.89871134975155","2.90212612132669","2.80568876125005","2.81002499777185","2.66911436179038","2.58227599369944","2.82702034974263","2.77592616479635","2.88327330682815","2.89083719272096","2.86797195840095","2.81704649291852","2.69139105856439","2.75514115529854","2.63915255793554","3.43737787908247","2.54304254474964","0.141060581773093","0.878430429802018","0.855534960140529","0.843725669639771","0.824171260000091","0.812476342196282","0.788237294994372","0.774515178812666","0.755983737416337","0.742478629285177","0.710442617598151","2.18120890441126","2.06027418181457","1.97179893742068","1.82642935665107","1.66222789724062","1.49221506952818","1.43512421072918","1.47328791317413","1.60937326447224","1.78778378467889","1.84837893643447","1.74363937043308","1.64611599636276","1.48476433256912","1.54401448032371","1.54128496391169","1.31716210445698","1.07141354924368","",
"Albania","ALB","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1","","","13.6","","","","",
"Albania","ALB","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86","","0.57","","0.8","","1.23","","1.44","","1.36","","1.46","","1.81","","1.76","","1.36","","","","",
"Albania","ALB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43","","0.3","","0.51","","1.02","","1.29","","1.31","","1.4","","1.79","","1.71","","1.35","","","","",
"Albania","ALB","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","27.2805486839601","26.8138911821056","26.2942615013019","25.8125155129871","25.3577190896739","24.9418758392373","24.5624895711664","24.1902294032467","23.7737528383895","23.3728166545613","23.1238962468335","22.9071333591928","22.6767816232313","22.4780523026728","22.2963335191568","22.1154286179176","21.9576739195997","21.7989470129514","21.6724899311739","21.565405587851","21.4654369706913","21.3755494532152","21.2638205825202","21.1510769402989","21.044465430884","20.9476342792755","20.878220984351","20.7957579967752","20.7382670551785","20.5500531203948","20.6536465250388","21.2624446164522","21.7293239299209","22.2096071587252","22.7041873879264","23.2143044294618","23.739682275665","24.2807521972939","24.8385705085915","25.4140123904855","26.0073166324257","26.5442974809485","26.4677295399406","26.4232592881268","26.4029242423804","26.4196353579697","26.4804463807739","26.586583016501","26.7090495944053","26.8204860693124","26.8964718440507","26.9245711988074","26.9370625997913","26.9777768076807","27.0449580674785","27.1560704332358","27.2514695756041","27.3479864857341","27.5063925379807","27.7309419298429","",
"Albania","ALB","Population in largest city","EN.URB.LCTY","134761","137714","139561","141434","143334","145255","147203","149178","151183","153497","156734","160040","163420","166862","170381","173975","177649","181391","185217","189123","193644","198261","202994","207840","212809","217882","223084","228410","233870","239852","247270","254918","262814","270931","279311","287950","296869","306038","315503","325262","335336","344700","351285","357995","364843","371803","378905","386143","393529","401036","408697","416504","424471","432590","440865","449298","457892","466651","475577","484624","",
"Albania","ALB","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.797919455","","","","","","","","","","2.271307664","","","","","","","","","","2.382806577","","","","","","","","","","",
"Albania","ALB","Population density (people per sq. km of land area)","EN.POP.DNST","","60.5766423357664","62.456897810219","64.3292335766423","66.2093065693431","68.0580656934307","69.8749270072993","71.7371532846715","73.8055474452555","75.9742700729927","77.9371897810219","79.8486496350365","81.8659124087591","83.8230656934307","85.7709489051095","87.7675547445255","89.7272262773723","91.7352554744526","93.6593430656934","95.5413138686131","97.5181386861314","99.491094890511","101.61598540146","103.794160583942","106.001058394161","108.20299270073","110.315145985401","112.540328467153","114.683795620438","117.808138686131","119.946788321168","119.225912408759","118.505072992701","117.784197080292","117.063357664234","116.342481751825","115.621642335766","114.900766423358","114.179927007299","113.459051094891","112.738211678832","111.685145985401","111.350729927007","110.934890510949","110.472226277372","109.908284671533","109.21704379562","108.394781021898","107.566204379562","106.843759124088","106.314635036496","106.02901459854","105.854051094891","105.660291970803","105.441751824818","105.135145985401","104.967189781022","104.870693430657","104.612262773723","","",
"Albania","ALB","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9999999999686","","","","","99.9999999999683","","","","","100","","","","","100","","","","","100","100","100","100","100","100","99.9999999999642","99.9999999999643","","","",
"Albania","ALB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7186632445467","","","","","22.029218279463","","","","","21.998248157076","","","","","21.5752579644029","","","","","21.2778281243428","22.7725366537911","20.5782591769838","19.9385171053378","18.8839549651717","19.5125396228106","18.1899337514472","18.2006025215914","","","",
"Albania","ALB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","99.9986724853516","100","100","100","100","100","","",
"Albania","ALB","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1689.403809","","","","","","","","","","1689.403809","","","","","","","","","","1689.403809","","","","","","","","","","",
"Albania","ALB","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.299001393","","","","","","","","","","0.299001393","","","","","","","","","","0.299001393","","","","","","","","","","",
"Albania","ALB","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.84497833","","","","","","","","","","84.84497833","","","","","","","","","","84.84497833","","","","","","","","","","",
"Andorra","AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.45","60.983","63.462","65.872","68.205","70.445","72.593","74.641","76.588","78.424","80.155","81.78","83.301","84.716","86.032","87.252","88.382","89.42","90.378","91.257","92.064","92.8","93.474","94.089","94.649","95.159","95.325","95.178","95.027","94.872","94.712","94.53","94.324","94.111","93.89","93.661","93.425","93.18","92.927","92.666","92.395","92.056","91.641","91.207","90.751","90.285","89.807","89.308","89.004","88.912","88.819","88.726","88.631","88.537","88.441","88.345","88.248","88.15","88.062","87.984","",
"Andorra","AND","Urban population","SP.URB.TOTL","7839","8766","9754","10811","11915","13067","14262","15494","16765","18083","19458","20902","22401","23917","25397","26791","28085","29304","30491","31774","33205","34800","36561","38451","40421","42441","44342","46118","47926","49758","51627","53571","55546","57380","58847","59803","60128","59940","59605","59649","60417","61991","64194","66747","69192","71205","72737","73843","74641","75098","75007","74305","73056","71515","70057","68919","68213","67876","67813","67873","",
"Andorra","AND","Urban population growth (annual %)","SP.URB.GROW","","11.1769326790032","10.6796855291244","10.2886677022773","9.72339762400711","9.22918574563035","8.75086895991029","8.28541946035988","7.88405277084811","7.56788904846507","7.32860261503933","7.15865516190759","6.92607525493625","6.54839024350535","6.00415536559794","5.34349534081171","4.71696157635717","4.24883994921173","3.97075326243893","4.12167871969291","4.40521216948451","4.69169197877517","4.93647117290464","5.04026049063216","4.9964748481254","4.87654242478563","4.38174330251113","3.92710201561135","3.84548253242448","3.75131000467452","3.68735367537618","3.69630854322137","3.62036294091787","3.24843042609427","2.52450447933696","1.61149715757449","0.541979630872156","-0.313156134253766","-0.560459871855226","0.0737920774088911","1.27931383487801","2.57186909250154","3.49205351666753","3.8999604065606","3.59758965540803","2.86777916671802","2.12871552544319","1.5091021829162","1.07487363363708","0.610397316566218","-0.12124847426588","-0.940319830382647","-1.69519738631477","-2.13190524405216","-2.0598021493967","-1.63772944347528","-1.02967394578401","-0.495265140972382","-0.092859413109399","0.0884394910466288","",
"Andorra","AND","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","","","","","","","",
"Andorra","AND","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24","","1.49","","1.67","","1.51","","","","","","",
"Andorra","AND","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06","","1.32","","1.48","","1.35","","","","","","",
"Andorra","AND","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
